loc_id,province_state,country_region,latitude,longitude,us_locality,us_state,us_county,continent,geocode-earthJSON
76,"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,Omaha,Nebraska,Douglas County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":41.2545,""point.lon"":-95.9758,""boundary.circle.lat"":41.2545,""boundary.circle.lon"":-95.9758,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412489201},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-96.041619,41.264271]},""properties"":{""id"":""85973483"",""gid"":""whosonfirst:locality:85973483"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""85973483"",""name"":""Omaha"",""confidence"":0.5,""distance"":5.614,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Nebraska"",""region_gid"":""whosonfirst:region:85688563"",""region_a"":""NE"",""county"":""Douglas County"",""county_gid"":""whosonfirst:county:102082789"",""county_a"":""DG"",""localadmin"":""Omaha"",""localadmin_gid"":""whosonfirst:localadmin:404518711"",""locality"":""Omaha"",""locality_gid"":""whosonfirst:locality:85973483"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Omaha, NE, USA""},""bbox"":[-96.2682,41.190548,-95.871141,41.39317]}],""bbox"":[-96.2682,41.190548,-95.871141,41.39317]}"
77,"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,Fairfield,California,Solano County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":38.2721,""point.lon"":-121.9399,""boundary.circle.lat"":38.2721,""boundary.circle.lon"":-121.9399,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412489757},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-122.039303,38.255845]},""properties"":{""id"":""85922663"",""gid"":""whosonfirst:locality:85922663"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""85922663"",""name"":""Fairfield"",""confidence"":0.5,""distance"":8.875,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""California"",""region_gid"":""whosonfirst:region:85688637"",""region_a"":""CA"",""county"":""Solano County"",""county_gid"":""whosonfirst:county:102087589"",""county_a"":""SN"",""locality"":""Fairfield"",""locality_gid"":""whosonfirst:locality:85922663"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Fairfield, CA, USA""},""bbox"":[-122.174914,38.158498,-121.892073,38.308742]}],""bbox"":[-122.174914,38.158498,-121.892073,38.308742]}"
78,From Diamond Princess,Australia,35.4437,139.638,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":35.4437,""point.lon"":139.638,""boundary.circle.lat"":35.4437,""boundary.circle.lon"":139.638,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412486416},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[139.639492,35.442679]},""properties"":{""id"":""85912871"",""gid"":""whosonfirst:neighbourhood:85912871"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85912871"",""name"":""Onoecho 1 Chome"",""confidence"":0.7,""distance"":0.177,""accuracy"":""centroid"",""country"":""Japan"",""country_gid"":""whosonfirst:country:85632429"",""country_a"":""JPN"",""region"":""Kanagawa Prefecture"",""region_gid"":""whosonfirst:region:85672805"",""region_a"":""KN"",""county"":""Yokohama"",""county_gid"":""whosonfirst:county:1108741785"",""county_a"":""YH"",""locality"":""Yokohama-shi"",""locality_gid"":""whosonfirst:locality:102031239"",""neighbourhood"":""Onoecho 1 Chome"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85912871"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Onoecho 1 Chome, Yokohama-shi, Japan""},""bbox"":[139.637239937,35.4404693583,139.64200923,35.4457972788]}],""bbox"":[139.637239937,35.4404693583,139.64200923,35.4457972788]}"
79,"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,Lackland AFB,Texas,Bexar County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":29.3829,""point.lon"":-98.6134,""boundary.circle.lat"":29.3829,""boundary.circle.lon"":-98.6134,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412490341},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-98.637794,29.352057]},""properties"":{""id"":""85853417"",""gid"":""whosonfirst:neighbourhood:85853417"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85853417"",""name"":""Valley Hi"",""confidence"":0.5,""distance"":4.17,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""Texas"",""region_gid"":""whosonfirst:region:85688753"",""region_a"":""TX"",""county"":""Bexar County"",""county_gid"":""whosonfirst:county:102082471"",""county_a"":""BX"",""locality"":""Lackland AFB"",""locality_gid"":""whosonfirst:locality:101726203"",""neighbourhood"":""Valley Hi"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85853417"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Valley Hi, Lackland AFB, TX, USA""},""bbox"":[-98.678684,29.306174,-98.590502,29.38787]}],""bbox"":[-98.678684,29.306174,-98.590502,29.38787]}"
80,,Lebanon,33.8547,35.8623,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":33.8547,""point.lon"":35.8623,""boundary.circle.lat"":33.8547,""boundary.circle.lon"":35.8623,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412490887},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[35.927789,33.81268]},""properties"":{""id"":""421172017"",""gid"":""whosonfirst:county:421172017"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""421172017"",""name"":""Zahlé"",""confidence"":0.5,""distance"":7.652,""accuracy"":""centroid"",""country"":""Lebanon"",""country_gid"":""whosonfirst:country:85632533"",""country_a"":""LBN"",""region"":""Beqaa"",""region_gid"":""whosonfirst:region:1377074351"",""region_a"":""BQ"",""county"":""Zahlé"",""county_gid"":""whosonfirst:county:421172017"",""county_a"":""ZA"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Zahlé, Lebanon""},""bbox"":[35.767493501,33.6828615378,36.0939696799,33.9340484878]}],""bbox"":[35.767493501,33.6828615378,36.0939696799,33.9340484878]}"
81,"Humboldt County, CA",US,40.745,-123.8695,,California,Humboldt County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":40.745,""point.lon"":-123.8695,""boundary.circle.lat"":40.745,""boundary.circle.lon"":-123.8695,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412491500},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-123.915819,40.70501]},""properties"":{""id"":""102087587"",""gid"":""whosonfirst:county:102087587"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""102087587"",""name"":""Humboldt County"",""confidence"":0.5,""distance"":5.923,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""California"",""region_gid"":""whosonfirst:region:85688637"",""region_a"":""CA"",""county"":""Humboldt County"",""county_gid"":""whosonfirst:county:102087587"",""county_a"":""HU"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Humboldt County, CA, USA""},""bbox"":[-124.482003,40.001248,-123.40604,41.465846]}],""bbox"":[-124.482003,40.001248,-123.40604,41.465846]}"
82,"Sacramento County, CA",US,38.4747,-121.3542,Vineyard,California,Sacramento County,North America,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":38.4747,""point.lon"":-121.3542,""boundary.circle.lat"":38.4747,""boundary.circle.lon"":-121.3542,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412492065},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-121.389757,38.478408]},""properties"":{""id"":""85872185"",""gid"":""whosonfirst:neighbourhood:85872185"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85872185"",""name"":""Glen Elder"",""confidence"":0.5,""distance"":3.126,""accuracy"":""centroid"",""country"":""United States"",""country_gid"":""whosonfirst:country:85633793"",""country_a"":""USA"",""region"":""California"",""region_gid"":""whosonfirst:region:85688637"",""region_a"":""CA"",""county"":""Sacramento County"",""county_gid"":""whosonfirst:county:102082889"",""county_a"":""SC"",""locality"":""Vineyard"",""locality_gid"":""whosonfirst:locality:85926899"",""neighbourhood"":""Glen Elder"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85872185"",""continent"":""North America"",""continent_gid"":""whosonfirst:continent:102191575"",""label"":""Glen Elder, Vineyard, CA, USA""},""bbox"":[-121.427042,38.438003,-121.346749,38.516156]}],""bbox"":[-121.427042,38.438003,-121.346749,38.516156]}"
83,,Iraq,33,44,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":33,""point.lon"":44,""boundary.circle.lat"":33,""boundary.circle.lon"":44,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412492611},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[43.800948,33.180673]},""properties"":{""id"":""421191407"",""gid"":""whosonfirst:county:421191407"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""421191407"",""name"":""Falluja"",""confidence"":0.5,""distance"":27.371,""accuracy"":""centroid"",""country"":""Iraq"",""country_gid"":""whosonfirst:country:85632191"",""country_a"":""IRQ"",""region"":""Al-Anbar"",""region_gid"":""whosonfirst:region:85672483"",""region_a"":""AN"",""county"":""Falluja"",""county_gid"":""whosonfirst:county:421191407"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Falluja, Iraq""},""bbox"":[43.478567421,32.643142412,44.159585699,33.693439407]}],""bbox"":[43.478567421,32.643142412,44.159585699,33.693439407]}"
84,Unassigned Location (From Diamond Princess),US,35.4437,139.638,Yokohama-shi,Kanagawa Prefecture,Yokohama,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":35.4437,""point.lon"":139.638,""boundary.circle.lat"":35.4437,""boundary.circle.lon"":139.638,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412486416},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[139.639492,35.442679]},""properties"":{""id"":""85912871"",""gid"":""whosonfirst:neighbourhood:85912871"",""layer"":""neighbourhood"",""source"":""whosonfirst"",""source_id"":""85912871"",""name"":""Onoecho 1 Chome"",""confidence"":0.7,""distance"":0.177,""accuracy"":""centroid"",""country"":""Japan"",""country_gid"":""whosonfirst:country:85632429"",""country_a"":""JPN"",""region"":""Kanagawa Prefecture"",""region_gid"":""whosonfirst:region:85672805"",""region_a"":""KN"",""county"":""Yokohama"",""county_gid"":""whosonfirst:county:1108741785"",""county_a"":""YH"",""locality"":""Yokohama-shi"",""locality_gid"":""whosonfirst:locality:102031239"",""neighbourhood"":""Onoecho 1 Chome"",""neighbourhood_gid"":""whosonfirst:neighbourhood:85912871"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Onoecho 1 Chome, Yokohama-shi, Japan""},""bbox"":[139.637239937,35.4404693583,139.64200923,35.4457972788]}],""bbox"":[139.637239937,35.4404693583,139.64200923,35.4457972788]}"
85,,Oman,21,57,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":21,""point.lon"":57,""boundary.circle.lat"":21,""boundary.circle.lon"":57,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412493278},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[56.230949,20.215268]},""properties"":{""id"":""421189283"",""gid"":""whosonfirst:county:421189283"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""421189283"",""name"":""Hayma"",""confidence"":0.5,""distance"":118.542,""accuracy"":""centroid"",""country"":""Oman"",""country_gid"":""whosonfirst:country:85632207"",""country_a"":""OMN"",""region"":""Al Wusta"",""region_gid"":""whosonfirst:region:85675685"",""region_a"":""WU"",""county"":""Hayma"",""county_gid"":""whosonfirst:county:421189283"",""county_a"":""HA"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Hayma, Oman""},""bbox"":[54.9991367812,18.7147456864,57.5261383678,21.4900198017]}],""bbox"":[54.9991367812,18.7147456864,57.5261383678,21.4900198017]}"
86,,Afghanistan,33,65,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":33,""point.lon"":65,""boundary.circle.lat"":33,""boundary.circle.lon"":65,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412493931},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[65.043941,33.016779]},""properties"":{""id"":""421171025"",""gid"":""whosonfirst:county:421171025"",""layer"":""county"",""source"":""whosonfirst"",""source_id"":""421171025"",""name"":""Baghran"",""confidence"":0.5,""distance"":4.507,""accuracy"":""centroid"",""country"":""Afghanistan"",""country_gid"":""whosonfirst:country:85632229"",""country_a"":""AFG"",""region"":""Helmand"",""region_gid"":""whosonfirst:region:85667531"",""region_a"":""HM"",""county"":""Baghran"",""county_gid"":""whosonfirst:county:421171025"",""county_a"":""BU"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Baghran, Afghanistan""},""bbox"":[64.7038312222,32.5447677366,65.3761638497,33.3745129082]}],""bbox"":[64.7038312222,32.5447677366,65.3761638497,33.3745129082]}"
87,,Bahrain,26.0275,50.55,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":26.0275,""point.lon"":50.55,""boundary.circle.lat"":26.0275,""boundary.circle.lon"":50.55,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412494494},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[50.579514,25.967073]},""properties"":{""id"":""85669039"",""gid"":""whosonfirst:region:85669039"",""layer"":""region"",""source"":""whosonfirst"",""source_id"":""85669039"",""name"":""Southern"",""confidence"":0.5,""distance"":7.346,""accuracy"":""centroid"",""country"":""Bahrain"",""country_gid"":""whosonfirst:country:85632167"",""country_a"":""BHR"",""region"":""Southern"",""region_gid"":""whosonfirst:region:85669039"",""region_a"":""SN"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Southern, Bahrain""},""bbox"":[50.453122,25.556249619,50.824859619,26.186783966]}],""bbox"":[50.453122,25.556249619,50.824859619,26.186783966]}"
88,,Kuwait,29.5,47.75,,,,Asia,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":29.5,""point.lon"":47.75,""boundary.circle.lat"":29.5,""boundary.circle.lon"":47.75,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412495056},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[47.447101,29.541525]},""properties"":{""id"":""85673399"",""gid"":""whosonfirst:region:85673399"",""layer"":""region"",""source"":""whosonfirst"",""source_id"":""85673399"",""name"":""Al Jahra"",""confidence"":0.5,""distance"":29.703,""accuracy"":""centroid"",""country"":""Kuwait"",""country_gid"":""whosonfirst:country:85632401"",""country_a"":""KWT"",""region"":""Al Jahra"",""region_gid"":""whosonfirst:region:85673399"",""region_a"":""JA"",""continent"":""Asia"",""continent_gid"":""whosonfirst:continent:102191569"",""label"":""Al Jahra, Kuwait""},""bbox"":[46.53243575,28.9762427396,48.3595483735,30.0982156373]}],""bbox"":[46.53243575,28.9762427396,48.3595483735,30.0982156373]}"
89,,Algeria,28.0339,1.6596,,,,Africa,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":28.0339,""point.lon"":1.6596,""boundary.circle.lat"":28.0339,""boundary.circle.lon"":1.6596,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412495616},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-0.443128,25.703585]},""properties"":{""id"":""85670677"",""gid"":""whosonfirst:region:85670677"",""layer"":""region"",""source"":""whosonfirst"",""source_id"":""85670677"",""name"":""Adrar"",""confidence"":0.5,""distance"":332.988,""accuracy"":""centroid"",""country"":""Algeria"",""country_gid"":""whosonfirst:country:85632451"",""country_a"":""DZA"",""region"":""Adrar"",""region_gid"":""whosonfirst:region:85670677"",""region_a"":""AR"",""continent"":""Africa"",""continent_gid"":""whosonfirst:continent:102191573"",""label"":""Adrar, Algeria""},""bbox"":[-5.66152474577,18.9755612183,3.79029096835,31.6585847032]}],""bbox"":[-5.66152474577,18.9755612183,3.79029096835,31.6585847032]}"
90,,Croatia,45.1,15.2,,,,Europe,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":45.1,""point.lon"":15.2,""boundary.circle.lat"":45.1,""boundary.circle.lon"":15.2,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412496181},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[15.410409,44.687678]},""properties"":{""id"":""85684737"",""gid"":""whosonfirst:region:85684737"",""layer"":""region"",""source"":""whosonfirst"",""source_id"":""85684737"",""name"":""Licko-senjska"",""confidence"":0.5,""distance"":48.807,""accuracy"":""centroid"",""country"":""Croatia"",""country_gid"":""whosonfirst:country:85633229"",""country_a"":""HRV"",""region"":""Licko-senjska"",""region_gid"":""whosonfirst:region:85684737"",""region_a"":""LS"",""continent"":""Europe"",""continent_gid"":""whosonfirst:continent:102191581"",""label"":""Licko-senjska, Croatia""},""bbox"":[14.733,44.271229,16.13929,45.1228905]}],""bbox"":[14.733,44.271229,16.13929,45.1228905]}"
91,,Switzerland,46.8182,8.2275,,,,Europe,"{""geocoding"":{""version"":""0.2"",""attribution"":""https://geocode.earth/guidelines"",""query"":{""layers"":[""continent"",""empire"",""country"",""dependency"",""macroregion"",""region"",""locality"",""localadmin"",""macrocounty"",""county"",""macrohood"",""borough"",""neighbourhood"",""microhood"",""disputed"",""postalcode"",""ocean"",""marinearea""],""size"":10,""private"":false,""point.lat"":46.8182,""point.lon"":8.2275,""boundary.circle.lat"":46.8182,""boundary.circle.lon"":8.2275,""lang"":{""name"":""English"",""iso6391"":""en"",""iso6393"":""eng"",""defaulted"":true},""querySize"":20},""engine"":{""name"":""Pelias"",""author"":""Mapzen"",""version"":""1.0""},""timestamp"":1583412496740},""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[8.242434,46.831876]},""properties"":{""id"":""101853899"",""gid"":""whosonfirst:locality:101853899"",""layer"":""locality"",""source"":""whosonfirst"",""source_id"":""101853899"",""name"":""Sachseln"",""confidence"":0.5,""distance"":1.9,""accuracy"":""centroid"",""country"":""Switzerland"",""country_gid"":""whosonfirst:country:85633051"",""country_a"":""CHE"",""region"":""Obwalden"",""region_gid"":""whosonfirst:region:85682371"",""region_a"":""OW"",""county"":""Obwalden (unincorporated)"",""county_gid"":""whosonfirst:county:102062787"",""localadmin"":""Sachseln"",""localadmin_gid"":""whosonfirst:localadmin:404328151"",""locality"":""Sachseln"",""locality_gid"":""whosonfirst:locality:101853899"",""continent"":""Europe"",""continent_gid"":""whosonfirst:continent:102191581"",""label"":""Sachseln, Switzerland""},""bbox"":[8.1904715,46.7810453,8.2970942,46.8848182]}],""bbox"":[8.1904715,46.7810453,8.2970942,46.8848182]}"
